index,UF,ano,idade,sexo,escola,cor_raca,NOTA_LC,NOTA_MT,NOTA_CN,NOTA_CH,NOTA_REDACAO
22587,CE,2019,18.0,M,2,3,488.1,420.9,386.2,331.1,600.0
22588,SC,2019,21.0,F,1,3,458.1,434.8,377.9,469.0,400.0
22589,BA,2019,22.0,M,1,3,581.1,506.3,479.2,597.2,580.0
22590,SP,2019,17.0,F,1,3,566.4,562.5,497.1,535.1,500.0
22591,MG,2019,16.0,F,1,3,443.5,460.5,418.4,391.6,480.0
22592,RJ,2019,21.0,M,1,1,587.6,711.0,635.9,634.8,800.0
22593,BA,2019,16.0,M,1,3,325.8,392.8,357.5,461.9,460.0
22594,MG,2019,19.0,F,1,1,572.0,709.3,558.4,610.5,960.0
22595,AL,2019,16.0,F,1,1,520.9,472.1,568.6,525.0,560.0
22596,MG,2019,20.0,M,1,1,594.9,792.1,603.2,601.2,580.0
22597,ES,2019,19.0,F,2,3,517.1,437.1,465.0,460.5,520.0
22598,RJ,2019,17.0,F,1,2,537.4,,,506.8,600.0
22599,SP,2019,21.0,F,1,3,,,,,
22600,MG,2019,21.0,F,1,1,577.8,811.8,627.2,598.4,980.0
22601,SP,2019,20.0,F,1,1,,,,,
22602,AC,2019,28.0,M,1,3,390.8,,,456.5,0.0
22603,SE,2019,20.0,F,2,1,370.0,419.1,444.6,464.7,320.0
22604,PB,2019,35.0,M,1,1,610.3,627.6,527.9,655.7,580.0
22605,PR,2019,17.0,M,2,3,604.7,533.7,593.5,575.0,660.0
22606,PE,2019,40.0,F,1,3,460.8,413.3,470.3,433.6,400.0
22607,RJ,2019,24.0,F,1,3,,,,,
22608,PE,2019,24.0,F,1,1,597.7,441.5,426.5,526.5,580.0
22609,RS,2019,17.0,F,1,1,,,,,
22610,PA,2019,40.0,F,1,2,503.7,505.2,509.9,543.4,620.0
22611,DF,2019,17.0,M,2,3,585.4,,,577.0,500.0
22612,MT,2019,32.0,M,1,2,,,,,
22613,MG,2019,16.0,M,1,1,397.0,480.2,439.7,400.3,560.0
22614,AM,2019,23.0,M,1,3,,,,,
22615,SE,2019,33.0,M,1,2,570.3,530.3,437.2,674.8,520.0
22616,DF,2019,17.0,M,2,2,468.5,402.7,411.7,470.1,480.0
22617,PB,2019,34.0,F,1,3,571.7,459.2,477.2,552.7,560.0
22618,MA,2019,18.0,M,1,3,413.0,510.7,411.0,475.1,640.0
22619,MG,2019,36.0,F,1,1,569.7,411.3,510.8,531.1,560.0
22620,SP,2019,15.0,M,1,1,566.4,553.6,544.2,499.2,500.0
22621,PB,2019,30.0,M,1,4,,,,,
22622,AM,2019,17.0,F,2,1,454.4,412.1,435.4,330.9,520.0
22623,RJ,2019,18.0,M,1,3,558.1,593.1,517.5,582.7,640.0
22624,MT,2019,18.0,F,1,1,563.8,540.8,477.9,589.0,680.0
22625,RS,2019,37.0,F,1,1,497.8,457.0,486.6,422.2,540.0
22626,SP,2019,18.0,M,2,1,513.5,547.0,526.1,501.1,880.0
22627,MA,2019,25.0,M,1,3,519.9,506.8,492.4,508.3,640.0
22628,SP,2019,17.0,F,2,1,580.2,577.3,436.0,505.6,800.0
22629,PA,2019,35.0,F,1,3,382.1,451.4,366.0,450.0,400.0
22630,RS,2019,39.0,M,1,2,,,,,
22631,ES,2019,21.0,F,1,3,504.1,397.4,469.9,536.4,600.0
22632,CE,2019,27.0,F,1,1,,,,,
22633,SE,2019,24.0,M,1,3,552.3,441.8,555.9,576.1,580.0
22634,MG,2019,18.0,M,2,3,380.5,430.2,351.4,420.0,260.0
22635,RJ,2019,28.0,M,1,3,640.0,703.0,527.3,651.7,560.0
22636,SP,2019,17.0,F,2,1,520.4,390.8,519.6,529.1,560.0
22637,DF,2019,16.0,F,1,3,569.1,678.1,566.9,495.6,760.0
22638,RR,2019,16.0,F,1,3,491.2,434.4,464.3,508.4,400.0
22639,RS,2019,28.0,F,1,1,,,,,
22640,MG,2019,16.0,M,1,1,539.9,563.1,498.5,484.2,440.0
22641,GO,2019,21.0,M,1,3,478.4,561.7,522.2,512.3,840.0
22642,SP,2019,18.0,M,1,3,,,,,
22643,PA,2019,17.0,F,2,3,419.5,458.4,427.9,490.6,700.0
22644,RS,2019,18.0,F,2,1,529.2,530.5,345.2,560.0,640.0
22645,PE,2019,19.0,F,1,1,440.9,566.1,401.1,502.9,440.0
22646,SP,2019,17.0,F,3,1,625.7,788.4,617.4,615.5,880.0
22647,RN,2019,23.0,M,1,1,455.4,416.9,356.4,398.6,360.0
22648,RJ,2019,22.0,M,1,1,566.6,406.8,559.8,607.4,580.0
22649,SP,2019,17.0,F,2,1,,,,,
22650,RS,2019,15.0,M,1,2,435.9,448.7,554.2,406.5,440.0
22651,RS,2019,19.0,M,1,1,440.5,376.8,555.1,515.9,580.0
22652,MA,2019,51.0,F,1,3,480.2,490.1,422.1,394.8,520.0
22653,GO,2019,22.0,M,1,3,,,,,
22654,ES,2019,18.0,M,2,3,509.2,503.7,442.1,508.9,840.0
22655,DF,2019,19.0,M,1,3,495.7,544.3,408.7,487.5,400.0
22656,MG,2019,19.0,F,1,4,591.7,715.3,645.6,626.9,920.0
22657,PE,2019,17.0,F,1,3,555.7,528.3,527.4,501.7,620.0
22658,SP,2019,21.0,F,1,1,609.1,615.3,551.1,615.0,700.0
22659,ES,2019,31.0,F,1,3,,,,,
22660,PR,2019,41.0,M,1,1,504.4,537.5,405.0,479.5,420.0
22661,MG,2019,17.0,M,2,2,600.6,549.2,549.7,539.0,800.0
22662,PE,2019,19.0,F,1,3,457.2,403.7,467.6,445.0,280.0
22663,BA,2019,20.0,F,1,3,478.7,432.5,388.6,371.3,440.0
22664,SP,2019,17.0,F,3,1,587.3,685.5,571.1,584.1,880.0
22665,SP,2019,18.0,F,2,2,565.2,482.0,403.4,551.7,620.0
22666,RJ,2019,18.0,F,1,2,425.7,424.1,373.6,419.2,580.0
22667,CE,2019,20.0,F,1,3,530.1,508.1,449.4,515.7,620.0
22668,PB,2019,22.0,F,1,3,,,,,
22669,PA,2019,20.0,M,1,2,445.2,507.5,386.5,381.5,440.0
22670,PI,2019,20.0,M,1,3,,,,,
22671,AM,2019,20.0,F,1,3,520.6,452.8,466.5,523.1,720.0
22672,PB,2019,19.0,M,1,3,468.7,480.2,506.8,521.0,560.0
22673,RJ,2019,28.0,F,1,1,580.9,,,527.6,640.0
22674,ES,2019,20.0,M,1,3,549.8,409.6,487.3,570.1,620.0
22675,AP,2019,17.0,M,2,1,431.4,472.4,367.1,505.6,480.0
22676,AC,2019,34.0,M,1,3,599.2,416.7,552.4,595.2,800.0
22677,PR,2019,21.0,F,1,1,,,,,
22678,ES,2019,25.0,F,1,1,544.0,462.0,561.5,467.4,500.0
22679,RJ,2019,19.0,M,1,3,543.9,398.3,425.2,529.5,320.0
22680,BA,2019,28.0,F,1,3,,,,,
22681,RO,2019,22.0,M,1,2,,,,,
22682,SC,2019,24.0,M,1,1,,,,,
22683,RS,2019,16.0,F,1,1,445.4,445.8,382.6,470.2,460.0
22684,PA,2019,20.0,F,1,2,,,,,
22685,PE,2019,13.0,F,1,1,465.6,415.3,415.3,421.3,0.0
22686,MS,2019,23.0,F,1,5,450.8,433.5,377.4,393.8,540.0
22687,BA,2019,21.0,F,1,2,592.5,,,577.4,640.0
22688,PA,2019,16.0,F,1,3,438.9,473.3,493.7,493.1,540.0
22689,SP,2019,20.0,M,1,1,,,,,
22690,MG,2019,17.0,F,2,3,,,,,
22691,SP,2019,18.0,M,2,1,618.4,779.0,566.0,620.1,760.0
22692,SP,2019,19.0,F,1,2,616.4,606.8,553.1,700.8,780.0
22693,PI,2019,24.0,F,1,1,684.2,792.3,633.7,678.6,920.0
22694,RN,2019,17.0,M,2,2,373.0,,,504.4,280.0
22695,CE,2019,17.0,M,1,3,484.2,514.7,401.3,397.7,280.0
22696,RJ,2019,20.0,M,1,1,522.5,,,566.3,620.0
22697,PE,2019,19.0,F,1,3,397.6,520.2,381.2,482.8,340.0
22698,MG,2019,19.0,M,1,1,611.3,757.7,618.1,592.1,900.0
22699,SP,2019,21.0,F,1,3,608.2,632.9,478.1,574.1,580.0
22700,RS,2019,27.0,F,1,1,360.4,,,358.8,340.0
22701,GO,2019,17.0,F,1,3,590.2,460.5,548.8,356.4,840.0
22702,RR,2019,19.0,F,1,1,417.7,459.9,455.8,388.8,680.0
22703,MG,2019,20.0,M,1,3,561.1,613.0,559.9,525.6,520.0
22704,PR,2019,20.0,M,1,3,575.2,642.2,468.0,539.8,340.0
22705,GO,2019,29.0,M,1,3,496.7,430.8,461.6,518.5,700.0
22706,MS,2019,21.0,M,1,3,,,,,
22707,MA,2019,18.0,F,3,1,552.8,554.3,500.0,571.9,940.0
22708,MG,2019,22.0,F,1,3,,,,,
22709,CE,2019,17.0,M,1,1,592.2,,,491.0,660.0
22710,SP,2019,17.0,F,2,1,559.4,603.0,503.6,579.8,720.0
22711,BA,2019,18.0,F,1,3,566.8,509.3,471.1,543.5,600.0
22712,RN,2019,19.0,M,1,3,448.1,,,537.9,480.0
22713,SC,2019,18.0,F,1,1,591.4,764.9,620.8,621.2,900.0
22714,PR,2019,17.0,F,2,1,536.0,513.7,404.5,504.1,580.0
22715,SP,2019,20.0,M,1,3,579.0,700.3,611.0,543.8,760.0
22716,PA,2019,18.0,F,1,3,515.8,428.0,447.7,442.7,620.0
22717,PB,2019,17.0,M,1,4,586.8,576.9,581.8,591.9,700.0
22718,SP,2019,24.0,F,1,0,501.1,,,350.2,460.0
22719,BA,2019,18.0,F,2,3,468.3,375.2,429.3,478.0,580.0
22720,PE,2019,18.0,F,2,3,423.0,482.5,393.6,391.9,0.0
22721,PE,2019,20.0,F,1,1,518.7,437.9,401.8,464.0,460.0
22722,MA,2019,19.0,F,1,3,524.5,379.2,427.5,428.7,560.0
22723,AL,2019,18.0,F,1,3,461.6,476.0,415.8,442.2,340.0
22724,RS,2019,18.0,M,1,1,522.6,646.3,539.2,537.4,680.0
22725,PA,2019,20.0,F,1,3,,,,,
22726,ES,2019,19.0,M,2,3,592.8,637.8,574.7,557.6,680.0
22727,MG,2019,20.0,F,1,0,604.8,660.1,596.2,574.1,740.0
22728,MT,2019,19.0,F,1,3,492.3,419.2,428.1,525.4,340.0
22729,SP,2019,18.0,F,2,3,594.1,698.3,566.7,556.8,800.0
22730,GO,2019,27.0,F,1,1,458.8,453.6,377.6,431.4,440.0
22731,SP,2019,19.0,M,1,1,606.0,668.5,595.8,647.5,900.0
22732,CE,2019,22.0,F,1,3,,,,,
22733,SP,2019,24.0,F,1,3,,,,,
22734,SP,2019,29.0,F,1,3,457.2,535.3,480.7,488.6,460.0
22735,SC,2019,16.0,M,1,1,553.7,591.1,472.2,539.0,520.0
22736,PR,2019,17.0,M,1,1,,,,,
22737,SE,2019,18.0,M,1,2,472.6,453.1,403.2,456.5,580.0
22738,BA,2019,16.0,F,1,2,467.0,397.6,497.7,340.4,520.0
22739,RJ,2019,21.0,M,1,3,,,,,
22740,CE,2019,32.0,F,1,1,590.0,,,534.8,560.0
22741,MG,2019,17.0,M,2,3,496.1,494.5,469.1,527.4,680.0
22742,PB,2019,16.0,F,2,3,,,,,
22743,CE,2019,17.0,M,1,1,579.0,686.5,556.2,577.9,640.0
22744,PA,2019,28.0,M,1,2,,,,,
22745,BA,2019,17.0,F,1,3,503.0,389.3,492.2,487.6,480.0
22746,MG,2019,18.0,F,1,1,575.8,698.8,463.3,566.9,640.0
22747,PA,2019,17.0,F,1,1,505.2,455.5,400.0,551.3,800.0
22748,SP,2019,18.0,M,2,3,,,,,
22749,PE,2019,19.0,M,1,3,574.0,642.0,420.0,543.9,600.0
22750,PA,2019,21.0,F,1,2,413.1,509.2,469.8,460.8,540.0
22751,SP,2019,17.0,F,2,2,586.9,410.1,560.8,554.1,640.0
22752,MA,2019,18.0,M,1,1,426.3,411.7,442.9,385.6,640.0
22753,RN,2019,17.0,F,1,3,,,,,
22754,TO,2019,18.0,F,2,0,400.5,484.4,370.8,339.2,640.0
22755,PA,2019,58.0,F,1,3,,,,,
22756,MS,2019,19.0,F,2,3,473.5,409.2,410.0,398.0,560.0
22757,GO,2019,16.0,M,1,3,559.5,619.1,452.1,581.1,860.0
22758,CE,2019,33.0,F,1,3,597.8,541.5,568.5,596.8,640.0
22759,SC,2019,18.0,F,2,1,477.6,454.5,348.0,436.1,320.0
22760,AC,2019,24.0,M,1,3,485.4,454.4,438.8,414.0,340.0
22761,SP,2019,16.0,M,1,1,554.7,0.0,0.0,515.4,740.0
22762,PB,2019,20.0,M,2,3,430.0,521.8,379.8,422.3,460.0
22763,BA,2019,24.0,F,1,3,595.5,480.7,537.7,579.7,680.0
22764,RJ,2019,17.0,F,1,3,623.9,551.8,591.4,645.6,820.0
22765,AL,2019,18.0,F,3,3,483.1,392.1,403.6,357.2,600.0
22766,RJ,2019,19.0,F,2,3,531.9,474.2,383.4,485.2,440.0
22767,RJ,2019,24.0,F,1,2,561.4,473.7,520.6,525.5,640.0
22768,RS,2019,18.0,F,1,1,458.6,,,388.3,460.0
22769,SP,2019,20.0,F,1,1,,,,,
22770,MG,2019,23.0,M,1,1,614.2,652.1,649.4,653.6,900.0
22771,SP,2019,17.0,M,3,1,611.7,598.1,572.4,582.8,720.0
22772,RJ,2019,19.0,M,1,3,555.3,647.9,517.2,510.0,720.0
22773,MA,2019,18.0,M,2,1,480.0,474.5,381.2,413.5,600.0
22774,SP,2019,17.0,F,1,0,449.7,364.5,505.5,339.9,440.0
22775,PR,2019,18.0,M,3,1,602.6,800.1,585.0,583.0,780.0
22776,TO,2019,18.0,F,1,3,439.2,592.3,411.7,449.9,400.0
22777,CE,2019,17.0,M,2,1,601.3,745.9,590.5,632.7,880.0
22778,PA,2019,20.0,F,1,1,523.2,423.6,473.1,360.9,620.0
22779,MG,2019,17.0,M,2,3,495.7,516.1,522.2,525.9,500.0
22780,SP,2019,44.0,M,1,3,543.6,524.5,383.6,539.0,540.0
22781,BA,2019,21.0,F,1,1,,,,,
22782,PA,2019,20.0,M,2,2,380.6,447.7,421.9,450.5,600.0
22783,CE,2019,18.0,F,2,3,515.5,585.5,535.6,491.5,680.0
22784,RS,2019,18.0,F,2,1,529.9,575.6,475.6,532.1,580.0
22785,AC,2019,16.0,F,1,3,526.9,429.0,466.3,538.3,600.0
22786,RJ,2019,21.0,M,1,4,511.5,432.7,479.5,455.7,560.0
22787,SE,2019,19.0,M,1,3,555.2,,,566.2,580.0
22788,MT,2019,32.0,F,1,2,445.1,529.2,435.7,409.0,440.0
22789,SP,2019,18.0,F,1,3,,,,,
22790,MG,2019,23.0,F,1,1,581.8,501.0,400.0,578.1,560.0
22791,CE,2019,18.0,M,2,3,569.5,534.6,546.5,558.8,660.0
22792,MG,2019,18.0,F,2,3,558.4,587.5,436.8,567.2,720.0
22793,MG,2019,40.0,F,1,1,,,,,
22794,PI,2019,43.0,M,1,3,550.9,365.7,393.1,515.9,580.0
22795,RJ,2019,18.0,F,1,1,546.2,570.7,471.8,494.6,680.0
22796,MG,2019,54.0,F,1,3,,,,,
22797,SP,2019,20.0,F,1,1,594.8,755.9,628.0,609.4,900.0
22798,RJ,2019,20.0,M,1,3,546.0,604.1,462.8,562.4,720.0
22799,MA,2019,52.0,M,1,3,479.7,372.9,350.0,532.8,340.0
22800,SP,2019,20.0,M,1,1,569.0,575.8,505.2,575.0,600.0
22801,SP,2019,19.0,M,1,1,565.3,476.8,576.9,537.8,600.0
22802,RR,2019,26.0,M,1,3,,,,,
22803,BA,2019,17.0,M,2,2,559.1,620.8,522.9,569.0,720.0
22804,PI,2019,19.0,M,1,3,542.3,515.5,454.0,480.7,0.0
22805,PE,2019,17.0,M,1,3,610.6,662.0,566.8,659.3,740.0
22806,RJ,2019,39.0,M,1,3,,,,,
22807,RS,2019,19.0,M,2,1,429.5,617.7,379.9,498.7,700.0
22808,SP,2019,40.0,M,1,1,463.8,402.8,453.0,378.4,320.0
22809,MG,2019,16.0,F,1,3,522.4,575.1,552.6,570.9,600.0
22810,MT,2019,20.0,F,2,3,,,,,
22811,SP,2019,20.0,F,1,1,503.3,447.2,364.6,394.2,0.0
22812,PA,2019,21.0,F,1,1,475.0,504.6,393.2,440.4,280.0
22813,MG,2019,17.0,F,1,3,529.8,473.8,519.5,540.2,600.0
22814,SP,2019,17.0,M,3,1,541.1,638.3,475.2,519.2,660.0
22815,RS,2019,24.0,M,1,1,456.8,459.4,482.8,516.0,480.0
22816,RJ,2019,17.0,M,2,2,564.0,459.0,478.7,539.3,600.0
22817,SC,2019,18.0,F,1,1,644.4,896.3,706.3,737.6,940.0
22818,PE,2019,22.0,F,1,3,458.1,378.4,403.9,362.7,400.0
22819,AM,2019,18.0,M,1,2,500.0,425.6,471.3,500.3,660.0
22820,BA,2019,19.0,F,1,3,,,,,
22821,BA,2019,20.0,F,1,0,442.7,369.0,403.1,345.4,0.0
22822,PA,2019,24.0,F,1,1,550.8,430.6,450.0,496.7,620.0
22823,SP,2019,19.0,F,1,3,545.0,464.6,427.5,511.4,660.0
22824,BA,2019,18.0,F,1,2,509.8,374.2,423.9,512.5,240.0
22825,RJ,2019,17.0,M,2,3,574.7,620.7,569.8,604.7,600.0
22826,MS,2019,20.0,M,1,0,,,,,
22827,SP,2019,18.0,M,2,1,497.2,,,524.0,500.0
22828,RJ,2019,23.0,M,2,1,545.2,605.8,511.0,441.7,460.0
22829,PA,2019,21.0,F,1,3,448.0,367.5,402.5,502.6,300.0
22830,MG,2019,33.0,M,1,1,,,,,
22831,MG,2019,35.0,F,1,1,547.2,587.2,490.0,578.2,500.0
22832,MG,2019,17.0,F,3,3,600.1,666.2,585.6,608.9,680.0
22833,PE,2019,18.0,F,2,3,357.3,389.1,362.7,476.1,0.0
22834,PA,2019,39.0,M,1,3,565.8,583.7,489.3,506.6,560.0
22835,MT,2019,16.0,M,1,3,,,,,
22836,SP,2019,18.0,F,2,2,537.0,455.3,497.8,545.1,560.0
22837,MG,2019,22.0,M,1,3,506.3,,,505.0,460.0
22838,RO,2019,18.0,F,2,3,545.6,543.3,417.5,517.5,500.0
22839,RJ,2019,16.0,M,1,1,390.6,,,409.1,800.0
22840,SP,2019,38.0,F,1,2,492.8,445.7,483.5,406.1,420.0
22841,SP,2019,19.0,F,1,1,587.4,564.0,592.3,539.5,560.0
22842,MG,2019,22.0,M,1,1,,,,,
22843,CE,2019,17.0,F,2,3,491.2,427.9,442.2,385.1,520.0
22844,PE,2019,19.0,F,1,1,,,,,
22845,SP,2019,16.0,M,1,1,528.6,623.2,523.8,496.7,700.0
22846,PE,2019,16.0,M,1,3,506.1,,,364.3,440.0
22847,BA,2019,27.0,F,1,3,,,,,
22848,PE,2019,25.0,F,1,1,509.6,635.1,467.4,530.8,780.0
22849,BA,2019,21.0,F,1,4,501.3,390.5,431.8,444.9,540.0
22850,MG,2019,16.0,M,1,2,581.5,764.0,606.0,635.6,680.0
22851,SP,2019,17.0,F,2,3,440.8,,,374.6,440.0
22852,BA,2019,21.0,M,2,2,,,,,
22853,MT,2019,18.0,M,2,3,499.8,477.7,464.0,494.3,440.0
22854,MA,2019,17.0,F,1,3,597.4,615.1,559.6,526.4,660.0
22855,SP,2019,28.0,M,1,1,,,,,
22856,MG,2019,63.0,F,1,2,420.5,559.0,428.0,509.8,660.0
22857,MG,2019,19.0,F,1,3,609.8,701.7,558.8,574.4,600.0
22858,CE,2019,17.0,M,2,3,547.1,483.4,469.2,540.7,580.0
22859,PB,2019,19.0,M,3,1,550.8,554.1,538.9,511.1,860.0
22860,BA,2019,20.0,M,1,3,398.2,598.9,382.2,374.6,520.0
22861,TO,2019,38.0,M,1,2,,,,,
22862,MG,2019,17.0,F,2,3,568.1,501.8,551.3,520.9,620.0
22863,CE,2019,26.0,M,1,2,,,,,
22864,PR,2019,22.0,F,1,1,,,,,
22865,AM,2019,27.0,F,1,3,415.1,462.1,447.6,433.0,600.0
22866,PA,2019,20.0,F,1,3,,,,,
22867,SC,2019,33.0,M,2,2,388.0,419.8,344.8,385.4,280.0
22868,RS,2019,19.0,F,1,1,638.3,533.5,533.4,636.8,800.0
22869,DF,2019,26.0,F,1,3,,,,,
22870,GO,2019,15.0,F,1,1,471.1,475.4,521.3,350.6,0.0
22871,AM,2019,20.0,M,2,3,463.6,472.2,379.9,497.2,380.0
22872,BA,2019,36.0,F,2,1,474.2,486.2,455.0,390.3,480.0
22873,ES,2019,23.0,F,1,1,499.1,425.0,437.0,547.0,800.0
22874,PE,2019,17.0,F,1,4,445.9,386.1,424.9,439.6,640.0
22875,MA,2019,19.0,F,2,3,360.3,467.8,358.3,446.0,500.0
22876,SP,2019,17.0,M,3,3,524.8,585.1,556.8,573.5,600.0
22877,PA,2019,20.0,F,1,3,389.8,,,415.1,0.0
22878,RJ,2019,18.0,M,1,1,,,,,
22879,BA,2019,17.0,M,3,3,638.7,459.0,535.2,545.5,660.0
22880,PA,2019,38.0,F,1,2,,,,,
22881,CE,2019,26.0,F,1,2,558.4,535.8,489.3,531.0,580.0
22882,RS,2019,18.0,M,3,1,469.2,702.3,505.0,556.4,0.0
22883,CE,2019,19.0,M,1,3,587.2,423.1,500.9,513.6,680.0
22884,RJ,2019,36.0,F,1,3,,,,,
22885,PR,2019,22.0,M,1,3,530.2,669.4,523.2,525.6,480.0
22886,PR,2019,18.0,F,2,1,528.4,410.4,343.4,508.3,600.0
22887,PE,2019,38.0,F,1,3,,,,,
22888,SP,2019,41.0,F,1,3,,,,,
22889,PB,2019,20.0,M,1,3,498.0,537.0,427.4,458.4,480.0
22890,PA,2019,18.0,F,2,3,511.2,460.1,365.2,501.0,480.0
22891,PB,2019,19.0,F,1,2,350.0,363.2,406.1,442.0,500.0
22892,MS,2019,21.0,F,1,1,531.0,400.2,447.4,511.9,520.0
22893,DF,2019,51.0,M,1,3,,,,,
22894,GO,2019,20.0,F,1,1,494.7,460.8,485.7,475.1,480.0
22895,MS,2019,18.0,M,2,1,458.0,559.2,447.8,472.2,580.0
22896,SP,2019,18.0,M,1,3,584.9,487.1,605.9,558.7,600.0
22897,SP,2019,37.0,M,1,1,477.0,452.2,403.6,408.8,440.0
22898,GO,2019,19.0,F,1,1,592.4,698.3,640.1,650.0,980.0
22899,MG,2019,17.0,F,1,4,538.5,616.5,532.0,589.2,800.0
22900,RJ,2019,20.0,F,1,2,,,,,
22901,MG,2019,22.0,M,1,3,603.7,422.5,482.2,629.1,680.0
22902,MG,2019,18.0,M,2,4,505.5,376.9,400.7,486.3,440.0
22903,MA,2019,38.0,F,1,3,546.1,545.6,536.8,503.6,300.0
22904,GO,2019,18.0,M,2,1,540.3,443.7,506.1,555.6,580.0
22905,RJ,2019,21.0,F,1,1,587.5,676.4,601.1,562.4,900.0
22906,SE,2019,20.0,F,1,1,619.2,814.4,705.1,665.2,940.0
22907,SP,2019,21.0,F,1,3,,,,,
22908,RS,2019,39.0,M,1,3,572.7,617.2,586.4,599.1,320.0
22909,MG,2019,19.0,F,1,3,471.2,433.8,395.8,551.8,720.0
22910,TO,2019,21.0,M,1,3,492.4,452.0,373.0,554.5,540.0
22911,PI,2019,19.0,F,1,2,566.4,610.2,541.5,539.3,580.0
22912,SC,2019,19.0,M,1,1,,,,,
22913,PA,2019,16.0,F,1,3,496.0,428.6,450.7,443.6,620.0
22914,MG,2019,17.0,M,1,3,412.0,,,415.8,500.0
22915,DF,2019,17.0,F,2,3,550.4,606.3,364.7,453.0,600.0
22916,RJ,2019,17.0,M,3,1,625.5,788.4,695.9,711.8,940.0
22917,PR,2019,16.0,M,1,1,566.6,695.4,529.1,610.1,620.0
22918,SP,2019,17.0,F,2,1,584.0,603.2,542.9,555.0,680.0
22919,SE,2019,28.0,M,1,3,386.5,415.0,333.4,384.7,280.0
22920,PR,2019,21.0,F,1,1,,,,,
22921,MG,2019,18.0,F,1,1,509.9,459.0,553.2,487.0,700.0
22922,SP,2019,20.0,M,1,3,,,,,
22923,TO,2019,17.0,M,2,3,527.4,523.4,472.7,577.5,520.0
22924,SP,2019,17.0,M,3,1,592.7,716.1,611.1,604.9,700.0
22925,BA,2019,16.0,M,1,3,512.8,598.6,548.1,461.2,860.0
22926,AP,2019,21.0,M,1,3,546.4,496.1,465.2,565.0,500.0
22927,MT,2019,20.0,F,1,1,,,,,
22928,RJ,2019,33.0,M,1,3,512.0,550.3,511.5,577.2,560.0
22929,ES,2019,15.0,F,1,1,527.5,476.5,361.7,518.2,660.0
22930,MG,2019,21.0,F,1,3,568.8,428.6,519.3,532.1,600.0
22931,RN,2019,27.0,M,1,3,,,,,
22932,MS,2019,18.0,M,2,3,,,,,
22933,GO,2019,21.0,F,1,1,588.7,449.8,473.9,551.7,660.0
22934,TO,2019,29.0,M,1,2,,,,,
22935,CE,2019,18.0,F,2,3,360.7,,,400.3,0.0
22936,BA,2019,23.0,M,1,3,617.8,641.7,600.7,632.5,900.0
22937,BA,2019,25.0,F,1,2,,,,,
22938,PB,2019,29.0,M,1,1,503.8,534.0,537.2,508.9,460.0
22939,PE,2019,18.0,M,1,2,537.6,,,527.4,560.0
22940,RS,2019,19.0,F,1,0,,,,,
22941,SP,2019,23.0,F,1,3,440.3,397.2,378.4,389.9,540.0
22942,RO,2019,17.0,M,1,3,620.8,685.7,580.1,614.2,820.0
22943,GO,2019,17.0,F,2,3,466.2,389.6,452.3,509.3,780.0
22944,RJ,2019,23.0,F,1,3,508.4,493.9,412.1,504.6,560.0
22945,BA,2019,16.0,F,1,1,570.1,476.3,533.2,551.6,680.0
22946,PE,2019,18.0,M,3,1,591.5,840.2,571.2,579.0,860.0
22947,RN,2019,17.0,M,3,1,641.9,928.5,658.4,645.4,840.0
22948,PI,2019,33.0,M,2,3,,,,,
22949,DF,2019,30.0,F,1,4,627.8,540.3,593.0,536.0,680.0
22950,MA,2019,17.0,F,2,3,461.0,435.1,403.3,382.5,700.0
22951,MG,2019,21.0,M,1,2,,,,,
22952,RJ,2019,21.0,F,1,1,558.9,735.3,630.5,646.1,940.0
22953,PR,2019,17.0,F,2,1,509.6,547.0,402.7,563.9,560.0
22954,PE,2019,19.0,F,1,1,652.9,580.6,524.8,609.5,600.0
22955,RJ,2019,16.0,M,1,3,567.3,638.1,529.4,568.4,560.0
22956,BA,2019,27.0,M,1,3,,,,,
22957,SP,2019,18.0,M,1,3,531.1,561.2,537.4,551.9,740.0
22958,SC,2019,21.0,F,1,1,510.1,547.9,475.8,514.8,480.0
22959,ES,2019,16.0,M,1,1,534.9,684.5,553.2,551.1,580.0
22960,PB,2019,19.0,F,1,1,498.9,661.1,492.5,545.0,760.0
22961,PE,2019,18.0,F,1,1,447.2,450.3,398.7,423.8,380.0
22962,MG,2019,19.0,M,1,1,620.2,822.7,710.6,703.3,900.0
22963,PR,2019,44.0,F,1,1,492.9,371.3,439.4,493.6,600.0
22964,RJ,2019,27.0,F,1,3,560.8,473.0,524.8,547.7,440.0
22965,PR,2019,19.0,F,1,3,565.2,485.8,394.3,505.7,480.0
22966,PI,2019,42.0,M,1,2,,,,,
22967,PR,2019,18.0,F,2,1,538.1,498.2,444.9,543.5,500.0
22968,SP,2019,43.0,F,1,3,450.4,,,418.0,480.0
22969,PI,2019,15.0,M,1,3,523.8,610.8,449.0,477.2,540.0
22970,BA,2019,17.0,F,2,2,559.2,473.5,410.7,489.8,540.0
22971,AM,2019,19.0,F,2,3,515.8,546.3,463.2,531.9,600.0
22972,MA,2019,17.0,F,2,3,,,,,
22973,SP,2019,20.0,F,1,1,582.2,457.4,498.2,531.1,800.0
22974,PE,2019,23.0,M,1,3,,,,,
22975,PR,2019,21.0,F,1,3,,,,,
22976,CE,2019,17.0,F,1,1,565.1,464.6,441.1,423.4,640.0
22977,BA,2019,18.0,F,2,3,465.8,390.0,335.3,408.9,320.0
